Rec,Depth_m,Time_s,Cone_MPa,Friction_MPa,Pore2_MPa
64,40.557,305.94,1.284,0.0388,0.8875
65,40.577,306.85,1.2608,0.038,0.9033
66,40.597,307.75,1.2487,0.0384,0.9211
67,40.617,308.66,1.2356,0.0385,0.9338
68,40.637,309.56,1.2484,0.0377,0.909
69,40.657,310.47,1.2634,0.0366,0.8917
70,40.677,311.37,1.2684,0.0377,0.8925
71,40.697,312.28,1.279,0.038,0.9094
72,40.717,313.19,1.2761,0.0364,0.9315
73,40.737,314.09,1.2399,0.0348,0.9172
74,40.757,314.99,1.2159,0.0332,0.8972
75,40.777,315.9,1.2217,0.0315,0.9203
76,40.797,316.8,1.2428,0.0305,0.9599
77,40.817,317.71,1.2416,0.0285,0.9303
78,40.837,318.61,1.2024,0.0273,0.9412
79,40.857,319.52,1.1795,0.0268,0.942
80,40.877,320.42,1.1879,0.0271,0.9631
81,40.897,321.33,1.1868,0.0267,0.9723
82,40.917,322.23,1.1917,0.028,0.9716
83,40.937,323.13,1.2001,0.0296,0.9691
84,40.957,324.04,1.2053,0.0312,0.963
85,40.977,324.94,1.2103,0.0306,0.9445
86,40.997,325.84,1.2127,0.0306,0.9253
87,41.017,326.75,1.205,0.0302,0.9132
88,41.037,327.66,1.1952,0.0304,0.926
89,41.057,328.56,1.1781,0.0299,0.9574
90,41.077,329.47,1.194,0.0298,0.9659
91,41.097,330.37,1.2179,0.0308,0.9577
92,41.117,331.28,1.236,0.0316,0.9484
93,41.137,332.18,1.2336,0.0321,0.9438
94,41.157,333.09,1.2346,0.0326,0.9324
95,41.177,333.99,1.2444,0.0323,0.9372
96,41.197,334.9,1.2548,0.033,0.9601
97,41.217,335.81,1.2483,0.0338,0.9887
98,41.237,336.72,1.2646,0.0341,1.002
99,41.257,337.62,1.2899,0.0345,1.0098
100,41.277,338.53,1.3024,0.0343,0.9931
101,41.297,339.43,1.3061,0.0342,0.9866
102,41.317,340.35,1.3005,0.0346,0.9944
103,41.337,341.25,1.2913,0.0348,1.0104
104,41.357,342.17,1.2984,0.0351,1.0223
105,41.377,343.07,1.3106,0.0351,1.0287
106,41.397,343.99,1.3204,0.0351,1.0295
107,41.417,344.89,1.3386,0.036,1.0277
108,41.437,345.8,1.3497,0.0367,1.0163
109,41.457,346.7,1.3556,0.0363,1.0067
110,41.477,347.61,1.3611,0.0353,0.9949
111,41.497,348.52,1.348,0.0352,1.0086
112,41.517,349.42,1.3396,0.0355,1.0304
113,41.537,350.33,1.3289,0.0351,1.0574
114,41.557,351.23,1.3347,0.0346,1.0572
115,41.577,352.14,1.3458,0.0347,1.032
116,41.597,353.05,1.3496,0.0356,1.015
117,41.617,353.96,1.3496,0.0366,1.0146
118,41.637,354.86,1.3474,0.0364,1.0167
119,41.657,355.77,1.3514,0.0365,1.0238
120,41.677,356.68,1.3523,0.0362,1.0292
121,41.697,357.59,1.3543,0.036,1.036
122,41.717,358.5,1.3465,0.0362,1.0453
123,41.737,359.42,1.3593,0.0356,1.0449
124,41.757,360.33,1.3616,0.0358,1.0456
125,41.777,361.24,1.3639,0.0364,1.0411
126,41.797,362.15,1.3647,0.0367,1.0362
127,41.817,363.07,1.3689,0.0367,1.0454
128,41.837,363.98,1.3745,0.0365,1.0431
129,41.857,364.89,1.3762,0.036,1.046
130,41.877,365.8,1.3768,0.0365,1.0471
131,41.897,366.71,1.3778,0.0365,1.055
132,41.917,367.62,1.3714,1.0604,
133,41.937,368.53,1.3684,1.054,
134,41.957,369.43,1.3756,1.0579,
135,41.977,370.34,1.3761,1.0654,
136,41.997,371.27,1.3932,,
1,42.297,199.0,1.1544,,
2,42.317,199.91,1.1671,0.7521,
3,42.337,200.82,1.1867,0.7937,
4,42.357,201.73,1.2238,0.035,0.8395
5,42.377,202.64,1.2484,0.0355,0.8753
6,42.397,203.55,1.2723,0.0353,0.8979
7,42.417,204.46,1.2872,0.0359,0.9219
8,42.437,205.37,1.3028,0.0363,0.9395
9,42.457,206.29,1.3295,0.0369,0.9649
10,42.477,207.19,1.3555,0.0373,0.9893
11,42.497,208.11,1.3693,0.0374,0.9892
12,42.517,209.02,1.3647,0.0375,0.9878
13,42.537,209.94,1.3706,0.0378,0.9934
14,42.557,210.85,1.3836,0.0384,1.0164
15,42.577,211.77,1.3942,0.038,1.024
16,42.597,212.69,1.3935,0.0378,1.0334
17,42.617,213.61,1.3865,0.038,1.0221
18,42.637,214.52,1.3821,0.0381,1.0186
19,42.657,215.45,1.3735,0.0389,1.0261
20,42.677,216.36,1.3699,0.0385,1.0295
21,42.697,217.28,1.3793,0.0379,1.0412
22,42.717,218.2,1.3815,0.0373,1.0478
23,42.737,219.12,1.3803,0.0376,1.0437
24,42.757,220.03,1.3725,0.038,1.0317
25,42.777,220.95,1.3728,0.0377,1.0343
26,42.797,221.88,1.3874,0.0376,1.0165
27,42.817,222.8,1.3928,0.0383,0.9894
28,42.837,223.72,1.3996,0.0378,0.993
29,42.857,224.64,1.4062,0.0386,1.0124
30,42.877,225.57,1.4248,0.0373,0.9921
31,42.897,226.49,1.4361,0.0412,0.9755
32,42.917,227.41,1.4373,0.042,0.9749
33,42.937,228.33,1.4309,0.0421,0.9816
34,42.957,229.25,1.4306,0.0424,0.9912
35,42.977,230.17,1.4208,0.0426,0.9893
36,42.997,231.09,1.4565,0.0415,0.9852
37,43.017,232.02,1.445,0.0419,0.9835
38,43.037,232.95,1.4501,0.0417,0.9879
39,43.057,233.87,1.4572,0.0414,1.0082
40,43.077,234.8,1.4532,0.0409,1.0059
41,43.097,235.73,1.455,0.0403,1.0022
42,43.117,236.65,1.454,0.0399,1.0148
43,43.137,237.58,1.448,0.0404,1.0279
44,43.157,238.51,1.443,0.04,1.027
45,43.177,239.44,1.4443,0.0404,1.0275
46,43.197,240.37,1.4401,0.0403,1.0228
47,43.217,241.31,1.4368,0.0398,1.0223
48,43.237,242.24,1.4243,0.0383,1.0329
49,43.257,243.18,1.4216,0.0378,1.0236
50,43.277,244.11,1.4057,0.0373,1.0122
51,43.297,245.05,1.3918,0.0376,1.0218
52,43.317,246.0,1.3933,0.0371,1.0495
53,43.337,246.94,1.4141,0.0378,1.0311
54,43.357,247.88,1.4198,0.0378,1.0032
55,43.377,248.82,1.4233,0.0388,0.998
56,43.397,249.74,1.4204,0.0394,0.9889
57,43.417,250.65,1.4169,0.0398,0.9882
58,43.437,251.56,1.4243,0.0415,0.9924
59,43.457,252.47,1.43,0.0428,0.997
60,43.477,253.38,1.4395,0.043,0.9924
61,43.497,254.29,1.4543,0.0435,0.9856
62,43.517,255.19,1.4624,0.0441,0.9748
63,43.537,256.11,1.4501,0.0443,0.9708
64,43.557,257.01,1.4356,0.0443,0.9786
65,43.577,257.92,1.4458,0.0444,0.9877
66,43.597,258.81,1.4567,0.0434,0.9873
67,43.617,259.72,1.4727,0.0427,0.9859
68,43.637,260.62,1.4703,0.0424,0.984
69,43.657,261.53,1.4674,0.0429,0.9956
70,43.677,262.43,1.4556,0.0435,1.006
71,43.697,263.34,1.4564,0.0436,1.0138
72,43.717,264.24,1.4636,0.0429,1.006
73,43.737,265.15,1.464,0.0412,0.9969
74,43.757,266.06,1.4626,0.0406,0.9998
75,43.777,266.97,1.4601,0.0398,1.0061
76,43.797,267.87,1.4505,0.0396,1.0179
77,43.817,268.78,1.4784,0.0393,1.0298
78,43.837,269.68,1.5188,0.0386,1.0193
79,43.857,270.59,1.4818,0.0389,1.0052
80,43.877,271.49,1.454,0.0397,0.9836
81,43.897,272.39,1.4466,0.0415,0.9801
82,43.917,273.3,1.4352,0.0438,1.0118
83,43.937,274.2,1.454,0.0433,1.0073
84,43.957,275.1,1.4709,0.044,0.9881
85,43.977,276.0,1.4779,0.045,0.9634
86,43.997,276.92,1.4685,0.0445,0.9449
87,44.017,277.82,1.4571,0.0436,0.9328
88,44.037,278.73,1.4415,0.0429,0.9326
89,44.057,279.63,1.4252,0.0416,0.9303
90,44.077,280.54,1.4049,0.0401,0.9481
91,44.097,281.44,1.3836,0.0381,0.9557
92,44.117,282.35,1.3675,0.0364,0.9524
93,44.137,283.26,1.3617,0.0356,0.9521
94,44.157,284.16,1.3465,0.0343,0.9706
95,44.177,285.05,1.3388,0.0345,0.975
96,44.197,285.96,1.3519,0.0334,0.9997
97,44.217,286.86,1.3551,0.0346,1.0103
98,44.237,287.77,1.3527,0.0347,1.0988
99,44.257,288.68,1.4021,0.0369,1.0794
100,44.277,289.59,1.4372,0.0365,1.0613
101,44.297,290.49,1.4762,0.0337,1.0351
102,44.317,291.4,1.4853,0.0322,1.0066
103,44.337,292.3,1.4762,0.0338,1.0099
104,44.357,293.21,1.4193,0.0341,1.0566
105,44.377,294.11,1.3888,0.0335,1.1117
106,44.397,295.03,1.3866,0.0323,1.1107
107,44.417,295.93,1.3808,0.0312,1.0747
108,44.437,296.83,1.3725,0.0304,1.0868
109,44.457,297.73,1.3796,0.0305,1.1172
110,44.477,298.64,1.3814,0.0314,1.1081
111,44.497,299.55,1.3827,0.0351,1.1426
112,44.517,300.45,1.4346,0.0372,1.1312
113,44.537,301.36,1.4831,0.0377,1.0818
114,44.557,302.27,1.5223,0.038,1.0085
115,44.577,303.17,1.5113,0.0396,1.0258
116,44.597,304.07,1.4865,0.0403,1.081
117,44.617,304.99,1.4949,0.0416,1.0951
118,44.637,305.89,1.5117,0.0431,1.0948
119,44.657,306.8,1.5496,0.0427,1.0969
120,44.677,307.7,1.5794,0.0424,1.0995
121,44.697,308.61,1.5968,0.043,1.0843
122,44.717,309.51,1.6007,0.0453,1.0963
123,44.737,310.43,1.6474,0.0451,1.0991
124,44.757,311.33,1.6852,0.0452,1.0762
125,44.777,312.25,1.7292,0.0457,0.9395
126,44.797,313.15,1.6826,0.0462,0.9959
127,44.817,314.06,1.6152,0.0464,1.062
128,44.837,314.97,1.5919,0.0461,1.0818
129,44.857,315.88,1.5794,0.0461,1.0943
130,44.877,316.78,1.5639,0.046,1.1048
131,44.897,317.7,1.5581,0.0446,1.1107
132,44.917,318.6,1.5603,1.1027,
133,44.937,319.52,1.5534,1.0979,
134,44.957,320.42,1.5468,1.0947,
135,44.977,321.33,1.5388,1.0925,
136,44.997,322.22,1.5218,1.0855,
1,45.297,224.0,1.2403,,
2,45.317,224.91,1.2441,0.7477,
3,45.337,225.83,1.2598,0.7839,
4,45.357,226.73,1.294,0.0412,0.8144
5,45.377,227.65,1.3477,0.0415,0.8286
6,45.397,228.56,1.3677,0.0427,0.8655
7,45.417,229.47,1.3811,0.0444,0.8958
8,45.437,230.38,1.4111,0.045,0.9178
9,45.457,231.29,1.4349,0.0454,0.9717
10,45.477,232.21,1.4499,0.0462,1.004
11,45.497,233.12,1.4496,0.0455,0.9988
12,45.517,234.03,1.4374,0.0441,0.9896
13,45.537,234.95,1.4195,0.0436,1.0002
14,45.557,235.87,1.3975,0.0427,1.0028
15,45.577,236.79,1.385,0.0422,0.9997
16,45.597,237.7,1.3868,0.0411,1.0063
17,45.617,238.61,1.382,0.041,1.0044
18,45.637,239.53,1.3928,0.0406,1.0143
19,45.657,240.45,1.4135,0.0396,1.0551
20,45.677,241.37,1.4136,0.0401,1.0587
21,45.697,242.29,1.4458,0.0401,1.0446
22,45.717,243.2,1.4655,0.0395,1.0623
23,45.737,244.12,1.5054,0.0405,1.059
24,45.757,245.04,1.5443,0.0403,1.0126
25,45.777,245.96,1.5259,0.041,1.0167
26,45.797,246.89,1.4984,0.047,1.0081
27,45.817,247.81,1.4871,0.0485,0.9837
28,45.837,248.73,1.4605,0.0484,0.9928
29,45.857,249.66,1.4304,0.0471,1.0006
30,45.877,250.58,1.4031,0.046,0.9966
31,45.897,251.51,1.4042,0.0432,1.0006
32,45.917,252.43,1.3628,0.0394,1.0345
33,45.937,253.35,1.3498,0.0364,1.0529
34,45.957,254.28,1.3447,0.0348,1.0568
35,45.977,255.21,1.3451,0.0356,1.0683
36,45.997,256.14,1.356,0.0371,1.0538
37,46.017,257.08,1.4044,0.0384,1.0378
38,46.037,258.01,1.4337,0.0394,1.006
39,46.057,258.93,1.451,0.0432,0.981
40,46.077,259.84,1.4728,0.0451,0.9672
41,46.097,260.75,1.4628,0.0457,0.9761
42,46.117,261.66,1.4484,0.0451,0.9662
43,46.137,262.56,1.4483,0.0454,0.9611
44,46.157,263.47,1.4322,0.0443,0.973
45,46.177,264.37,1.4359,0.043,1.0026
46,46.197,265.28,1.4444,0.0414,1.0209
47,46.217,266.18,1.4604,0.0405,1.0335
48,46.237,267.09,1.4725,0.0398,1.0579
49,46.257,267.99,1.4902,0.0402,1.0456
50,46.277,268.9,1.4919,0.0407,1.0328
51,46.297,269.79,1.5007,0.0408,1.037
52,46.317,270.7,1.5046,0.0421,1.0449
53,46.337,271.6,1.508,0.0434,1.0252
54,46.357,272.51,1.5255,0.0426,1.0198
55,46.377,273.41,1.5294,0.0426,0.998
56,46.397,274.31,1.4978,0.0425,1.0082
57,46.417,275.22,1.4627,0.0421,0.9946
58,46.437,276.12,1.4406,0.0414,1.034
59,46.457,277.02,1.4294,0.0409,0.9942
60,46.477,277.92,1.4227,0.0406,1.0036
61,46.497,278.83,1.4107,0.0412,1.0076
62,46.517,279.73,1.4065,0.0412,1.0051
63,46.537,280.64,1.4058,0.0411,1.0103
64,46.557,281.53,1.3963,0.0414,1.0003
65,46.577,282.43,1.3957,0.0415,0.9992
66,46.597,283.33,1.3956,0.0427,1.0175
67,46.617,284.24,1.4023,0.0431,1.0294
68,46.637,285.14,1.4169,0.0423,1.0194
69,46.657,286.04,1.426,0.0426,1.0129
70,46.677,286.94,1.4257,0.0437,1.0222
71,46.697,287.85,1.4406,0.0432,1.0236
72,46.717,288.74,1.4513,0.0423,1.0155
73,46.737,289.64,1.4578,0.042,1.0151
74,46.757,290.54,1.45,0.041,1.0271
75,46.777,291.44,1.4485,0.0408,1.0559
76,46.797,292.34,1.4367,0.0413,1.0592
77,46.817,293.25,1.4423,0.0418,1.0656
78,46.837,294.14,1.4497,0.0421,1.0733
79,46.857,295.04,1.4764,0.0419,1.0633
80,46.877,295.94,1.4818,0.0418,1.0624
81,46.897,296.85,1.4831,0.042,1.0759
82,46.917,297.75,1.4758,0.0422,1.0707
83,46.937,298.65,1.4798,0.0423,1.069
84,46.957,299.54,1.5189,0.0422,1.0819
85,46.977,300.44,1.5394,0.0421,1.0863
86,46.997,301.34,1.5507,0.0427,1.0636
87,47.017,302.24,1.5562,0.0424,1.066
88,47.037,303.15,1.5687,0.0443,1.0989
89,47.057,304.05,1.5969,0.0448,1.104
90,47.077,304.96,1.614,0.0442,1.1217
91,47.097,305.86,1.608,0.0454,1.1359
92,47.117,306.77,1.6121,0.0467,1.1126
93,47.137,307.67,1.6073,0.0468,1.1073
94,47.157,308.57,1.614,0.0492,1.1166
95,47.177,309.48,1.6368,0.048,1.1181
96,47.197,310.39,1.6662,0.0521,1.1215
97,47.217,311.29,1.6874,0.0552,1.1269
98,47.237,312.2,1.794,0.0534,1.131
99,47.257,313.1,1.916,0.0526,1.0415
100,47.277,314.01,1.9604,0.0511,1.1318
101,47.297,314.9,1.801,0.0466,1.1302
102,47.317,315.81,1.7201,0.0482,1.2057
103,47.337,316.71,1.7564,0.0457,1.2312
104,47.357,317.61,1.8243,0.0439,1.236
105,47.377,318.51,1.8526,0.0437,1.1844
106,47.397,319.42,1.9189,0.0432,0.8652
107,47.417,320.33,1.7622,0.0442,1.0778
108,47.437,321.24,1.7039,0.0466,1.1071
109,47.457,322.14,1.6985,0.0463,1.1539
110,47.477,323.05,1.6933,0.046,1.1862
111,47.497,323.97,1.7112,0.0461,1.194
112,47.517,324.87,1.7044,0.0473,1.2027
113,47.537,325.78,1.7121,0.0475,1.2128
114,47.557,326.69,1.7092,0.047,1.2246
115,47.577,327.6,1.7015,0.0458,1.2266
116,47.597,328.5,1.6931,0.0441,1.2301
117,47.617,329.42,1.6718,0.0442,1.2522
118,47.637,330.31,1.6453,0.0441,1.2494
119,47.657,331.22,1.6281,0.0434,1.2467
120,47.677,332.12,1.6319,0.0433,1.2318
121,47.697,333.03,1.6408,0.0436,1.2053
122,47.717,333.94,1.6366,0.0441,1.2022
123,47.737,334.85,1.6405,0.0444,1.2101
124,47.757,335.75,1.6499,0.0452,1.2192
125,47.777,336.67,1.6742,0.0458,1.2126
126,47.797,337.57,1.6736,0.0451,1.2203
127,47.817,338.48,1.6678,0.0458,1.2287
128,47.837,339.38,1.6852,0.0452,1.2173
129,47.857,340.29,1.6917,0.0444,1.2243
130,47.877,341.2,1.7014,0.0443,1.2223
131,47.897,342.11,1.6821,0.044,1.2076
132,47.917,343.02,1.6467,1.1912,
133,47.937,343.92,1.6405,1.1836,
134,47.957,344.83,1.6559,1.183,
135,47.977,345.74,1.6612,1.1825,
136,47.997,346.65,1.6784,1.185,
1,48.264,189.5,1.3643,,
2,48.284,190.41,1.4174,0.8249,
3,48.304,191.32,1.4436,0.8729,
4,48.324,192.22,1.4703,0.045,0.9293
5,48.344,193.13,1.5146,0.0453,0.9879
6,48.364,194.03,1.5437,0.0456,1.0165
7,48.384,194.94,1.5502,0.0468,1.0297
8,48.404,195.84,1.5586,0.0479,1.0322
9,48.424,196.75,1.5594,0.0479,1.0645
10,48.444,197.65,1.5571,0.0467,1.0796
11,48.464,198.55,1.5592,0.0452,1.1067
12,48.484,199.45,1.5487,0.045,1.1358
13,48.504,200.36,1.5405,0.0443,1.1605
14,48.524,201.26,1.5435,0.0437,1.1862
15,48.544,202.16,1.5647,0.0436,1.1932
16,48.564,203.06,1.5939,0.0429,1.1988
17,48.584,203.97,1.6193,0.0439,1.193
18,48.604,204.87,1.6444,0.045,1.1784
19,48.624,205.77,1.6496,0.0463,1.1857
20,48.644,206.67,1.6676,0.0479,1.1817
21,48.664,207.56,1.6794,0.0465,1.1768
22,48.684,208.46,1.6894,0.0464,1.1958
23,48.704,209.37,1.6917,0.0465,1.2132
24,48.724,210.27,1.6999,0.0489,1.2217
25,48.744,211.18,1.702,0.049,1.2218
26,48.764,212.08,1.6786,0.0488,1.2116
27,48.784,212.98,1.6584,0.0481,1.2168
28,48.804,213.88,1.6703,0.0476,1.2103
29,48.824,214.77,1.6969,0.0477,1.2037
30,48.844,215.67,1.6896,0.0462,1.2308
31,48.864,216.56,1.6866,0.0443,1.2589
32,48.884,217.47,1.6811,0.0411,1.28
33,48.904,218.37,1.6679,0.0403,1.2872
34,48.924,219.28,1.6489,0.0398,1.3285
35,48.944,220.17,1.6585,0.0404,1.3381
36,48.964,221.07,1.6897,0.0405,1.3216
37,48.984,221.97,1.7249,0.0413,1.2881
38,49.004,222.88,1.7252,0.0428,1.2872
39,49.024,223.78,1.7292,0.0437,1.2948
40,49.044,224.68,1.7322,0.0442,1.2805
41,49.064,225.58,1.7252,0.0447,1.2715
42,49.084,226.48,1.707,0.0434,1.2619
43,49.104,227.38,1.7012,0.0442,1.2621
44,49.124,228.28,1.7136,0.0449,1.2798
45,49.144,229.18,1.7237,0.045,1.3164
46,49.164,230.09,1.7307,0.0448,1.3054
47,49.184,230.98,1.7509,0.0454,1.2818
48,49.204,231.89,1.7366,0.045,1.2612
49,49.224,232.79,1.7141,0.0464,1.2428
50,49.244,233.7,1.6985,0.0477,1.2313
51,49.264,234.6,1.6874,0.0483,1.2418
52,49.284,235.5,1.6708,0.0484,1.2469
53,49.304,236.4,1.6773,0.0482,1.2356
54,49.324,237.3,1.6663,0.0473,1.2287
55,49.344,238.2,1.6539,0.0477,1.228
56,49.364,239.09,1.6395,0.0481,1.223
57,49.384,239.99,1.632,0.0477,1.2221
58,49.404,240.89,1.64,0.0471,1.2228
59,49.424,241.8,1.6624,0.0471,1.2287
60,49.444,242.7,1.6598,0.0469,1.2397
61,49.464,243.61,1.6565,0.0463,1.2437
62,49.484,244.51,1.6574,0.0463,1.2408
63,49.504,245.42,1.6535,0.0457,1.247
64,49.524,246.32,1.6457,0.0457,1.2516
65,49.544,247.22,1.6398,0.045,1.2561
66,49.564,248.11,1.6357,0.0438,1.254
67,49.584,249.02,1.6415,0.0434,1.2422
68,49.604,249.92,1.6405,0.0433,1.2388
69,49.624,250.83,1.6298,0.0433,1.2451
70,49.644,251.74,1.6246,0.0432,1.2522
71,49.664,252.64,1.6297,0.043,1.244
72,49.684,253.54,1.6237,0.0434,1.2405
73,49.704,254.45,1.6248,0.0441,1.2356
74,49.724,255.35,1.6244,0.0439,1.227
75,49.744,256.26,1.6168,0.0431,1.2251
76,49.764,257.16,1.6034,0.0421,1.2262
77,49.784,258.07,1.592,0.0411,1.2377
78,49.804,258.98,1.5795,0.0405,1.2518
79,49.824,259.89,1.5887,0.0409,1.2542
80,49.844,260.79,1.599,0.0414,1.2301
81,49.864,261.7,1.6193,0.0428,1.2315
82,49.884,262.6,1.6575,0.0444,1.2417
83,49.904,263.5,1.6832,0.0424,1.2398
84,49.924,264.41,1.7057,0.0374,1.2557
85,49.944,265.31,1.7348,0.0372,1.2739
86,49.964,266.22,1.7763,0.0473,1.3049
87,49.984,267.15,1.9558,0.0575,1.3538
88,50.004,268.26,5.7651,0.0556,1.237
89,50.024,269.41,6.7252,0.0542,1.0147
90,50.044,270.38,5.3636,0.0679,0.1192
91,50.064,271.32,3.9781,0.0723,0.082
92,50.084,272.23,2.9102,0.0811,0.1535
93,50.104,273.15,2.8897,0.0885,0.2724
94,50.124,274.07,3.8666,0.0875,0.3776
95,50.144,275.12,6.7852,0.08,0.5609
96,50.164,276.22,8.3139,0.0834,0.3694
97,50.184,277.25,8.3666,0.0889,0.3212
98,50.204,278.2,7.811,0.0913,0.3097
99,50.224,279.11,7.5579,0.0959,0.3084
100,50.244,280.03,7.9231,0.0886,0.3904
101,50.264,280.94,8.5115,0.0808,0.468
102,50.284,281.85,8.6913,0.0708,0.346
103,50.304,282.76,8.8053,0.0615,0.269
104,50.324,283.67,8.7764,0.0572,0.2701
105,50.344,284.58,8.6668,0.0615,0.2659
106,50.364,285.49,8.5046,0.0708,0.269
107,50.384,286.39,8.4484,0.0777,0.2646
108,50.404,287.29,8.4611,0.0831,0.2533
109,50.424,288.19,8.5074,0.094,0.2503
110,50.444,289.07,8.4096,0.1183,0.2534
111,50.464,289.97,7.9625,0.1358,0.2586
112,50.484,290.87,7.3575,0.1565,0.2681
113,50.504,291.77,6.8641,0.1757,0.2975
114,50.524,292.66,6.4585,0.196,0.3688
115,50.544,293.56,6.4515,0.2065,0.3758
116,50.564,294.45,6.4002,0.1989,0.383
117,50.584,295.35,6.0809,0.2081,0.401
118,50.604,296.25,6.0216,0.2157,0.4193
119,50.624,297.16,6.8172,0.191,0.4425
120,50.644,298.05,7.9313,0.1652,0.4303
121,50.664,298.96,9.0179,0.1474,0.3544
122,50.684,299.86,9.2081,0.1367,0.3214
123,50.704,300.77,8.8717,0.1346,0.3029
124,50.724,301.67,8.2634,0.1547,0.2946
125,50.744,302.58,7.6568,0.1509,0.2742
126,50.764,303.48,7.5844,0.1329,0.2928
127,50.784,304.38,8.2104,0.117,0.3258
128,50.804,305.28,9.0333,0.1013,0.342
129,50.824,306.2,9.7421,0.0862,0.3319
130,50.844,307.1,10.1778,0.0738,0.293
131,50.864,308.01,10.4055,0.0653,0.2728
132,50.884,308.92,10.6834,0.0555,0.2622
133,50.904,309.83,10.7406,0.0509,0.2509
134,50.924,310.73,10.7103,0.2355,
135,50.944,311.64,10.4911,0.2284,
136,50.964,312.54,10.0805,0.222,
137,50.984,313.43,9.6115,0.2155,
138,51.004,314.33,9.04,,
1,51.277,180.0,4.1009,,
2,51.297,180.89,3.774,0.2942,
3,51.317,181.77,3.2683,0.2685,
4,51.337,182.66,3.0295,0.0911,0.2503
5,51.357,183.54,3.6722,0.083,0.3034
6,51.377,184.43,5.4444,0.0691,0.3227
7,51.397,185.32,7.5161,0.056,0.2848
8,51.417,186.21,8.7556,0.051,0.2541
9,51.437,187.11,9.3071,0.044,0.2505
10,51.457,187.99,9.5598,0.039,0.2551
11,51.477,188.89,9.6348,0.0365,0.2482
12,51.497,189.78,9.608,0.0395,0.2634
13,51.517,190.66,9.5147,0.0578,0.2709
14,51.537,191.55,9.2806,0.0757,0.2616
15,51.557,192.44,9.0706,0.083,0.266
16,51.577,193.33,9.1955,0.0801,0.2836
17,51.597,194.21,9.7369,0.0681,0.3005
18,51.617,195.1,10.5026,0.0602,0.1651
19,51.637,196.0,11.0965,0.0465,0.1026
20,51.657,196.89,11.9485,0.0408,0.0881
21,51.677,197.8,13.336,0.0373,0.0733
22,51.697,198.7,14.5259,0.0348,0.0577
23,51.717,199.59,15.1805,0.037,0.0604
24,51.737,200.48,15.1769,0.0523,0.061
25,51.757,201.39,14.0408,0.0593,0.0606
26,51.777,202.27,12.8656,0.0585,0.06
27,51.797,203.16,11.9385,0.0657,0.0681
28,51.817,204.06,11.0708,0.0729,0.0855
29,51.837,204.95,10.6488,0.0735,0.1263
30,51.857,205.84,11.3427,0.0665,0.2191
31,51.877,206.74,13.0351,0.0603,0.3465
32,51.897,207.64,15.3925,0.054,0.2866
33,51.917,208.54,17.1974,0.0464,0.1804
34,51.937,209.45,18.1816,0.0416,0.1404
35,51.957,210.35,18.516,0.0433,0.1389
36,51.977,211.26,18.6128,0.0532,0.1613
37,51.997,212.16,18.5263,0.0621,0.1707
38,52.017,213.06,18.6264,0.0697,0.2039
39,52.037,213.96,19.2389,0.0754,0.2673
40,52.057,214.87,20.164,0.0808,0.3379
41,52.077,215.78,21.1456,0.0854,0.4018
42,52.097,216.71,22.2424,0.0889,0.4481
43,52.117,217.71,23.5265,0.0917,0.4744
44,52.137,218.82,24.7039,0.096,0.4972
45,52.157,220.06,25.7235,0.1037,0.4995
46,52.177,221.34,26.4267,0.1075,0.5059
47,52.197,222.63,27.1775,0.1067,0.5032
48,52.217,223.89,28.1864,0.1059,0.5079
49,52.237,224.95,28.785,0.1093,0.5149
50,52.257,225.89,29.2092,0.114,0.5141
51,52.277,226.82,29.6994,0.1143,0.5051
52,52.297,227.74,30.1662,0.1089,0.5039
53,52.317,228.65,30.657,0.1081,0.5075
54,52.337,229.56,30.8138,0.1103,0.5071
55,52.357,230.47,30.5302,0.1109,0.5063
56,52.377,231.37,29.8409,0.1085,0.5073
57,52.397,232.29,29.2326,0.1047,0.5131
58,52.417,233.19,28.9711,0.1018,0.5093
59,52.437,234.1,28.8492,0.0984,0.5109
60,52.457,235.0,28.6685,0.0959,0.5172
61,52.477,235.91,28.0191,0.097,0.512
62,52.497,236.81,26.7564,0.0951,0.4999
63,52.517,237.72,25.5777,0.0899,0.4965
64,52.537,238.62,24.9848,0.0854,0.4954
65,52.557,239.52,24.7009,0.082,0.4962
66,52.577,240.42,23.9035,0.0789,0.506
67,52.597,241.32,22.714,0.0798,0.5109
68,52.617,242.21,21.6883,0.0804,0.5081
69,52.637,243.1,21.0025,0.0769,0.4988
70,52.657,243.98,20.7206,0.073,0.5076
71,52.677,244.87,20.8448,0.0744,0.5118
72,52.697,245.77,20.9403,0.076,0.5215
73,52.717,246.65,20.6412,0.0782,0.5149
74,52.737,247.54,20.4126,0.0812,0.5145
75,52.757,248.44,20.4907,0.0809,0.515
76,52.777,249.32,21.0495,0.0815,0.5159
77,52.797,250.22,22.283,0.0812,0.5223
78,52.817,251.12,23.4499,0.0812,0.524
79,52.837,252.01,23.866,0.0818,0.523
80,52.857,252.9,23.8119,0.0795,0.5206
81,52.877,253.8,23.3435,0.0783,0.5179
82,52.897,254.7,22.4712,0.077,0.5184
83,52.917,255.58,21.4866,0.0738,0.5156
84,52.937,256.48,20.5268,0.0694,0.5157
85,52.957,257.37,19.9003,0.065,0.5152
86,52.977,258.25,19.6645,0.0645,0.5223
87,52.997,259.14,19.9272,0.0653,0.5206
88,53.017,260.03,20.1907,0.0638,0.525
