Rec,Depth_m,Time_s,Cone_MPa,Friction_MPa,Pore2_MPa
24,81.758,272.84,24.2496,0.1334,0.763
25,81.778,273.72,23.7713,0.1286,0.7617
26,81.798,274.6,23.3844,0.1234,0.7609
27,81.818,275.49,22.9838,0.1212,0.7582
28,81.838,276.36,22.7712,0.119,0.7655
29,81.858,277.23,22.7269,0.1184,0.7623
30,81.878,278.11,22.7739,0.1188,0.7629
31,81.898,278.98,22.9088,0.1205,0.763
32,81.918,279.86,23.0756,0.1233,0.7632
33,81.938,280.74,23.2845,0.1253,0.766
34,81.958,281.62,23.3331,0.127,0.7669
35,81.978,282.5,23.0949,0.1281,0.7625
36,81.998,283.38,22.8964,0.1291,0.7645
37,82.018,284.25,22.7698,0.1286,0.7653
38,82.038,285.13,22.606,0.128,0.7604
39,82.058,286.0,22.434,0.1283,0.7652
40,82.078,286.88,22.3412,0.1278,0.7647
41,82.098,287.76,22.331,0.1274,0.767
42,82.118,288.63,22.1455,0.1278,0.7663
43,82.138,289.51,22.0781,0.1275,0.7675
44,82.158,290.38,22.0352,0.127,0.7672
45,82.178,291.26,21.9388,0.1273,0.7684
46,82.198,292.13,21.9122,0.1263,0.7683
47,82.218,293.0,22.0326,0.1255,0.7691
48,82.238,293.87,22.1972,0.1262,0.7687
49,82.258,294.75,22.5571,0.1265,0.7728
50,82.278,295.63,23.2435,0.1285,0.7701
51,82.298,296.51,24.0351,0.1305,0.7723
52,82.318,297.4,24.3229,0.1333,0.7798
53,82.338,298.27,24.3918,0.1358,0.7703
54,82.358,299.16,24.519,0.1374,0.773
55,82.378,300.04,24.9586,0.136,0.7721
56,82.398,300.92,25.3815,0.1367,0.7701
57,82.418,301.8,25.7013,0.138,0.7726
58,82.438,302.69,26.25,0.1385,0.7708
59,82.458,303.57,27.0213,0.14,0.7722
60,82.478,304.46,27.6093,0.1401,0.7764
61,82.498,305.35,28.1312,0.1435,0.775
62,82.518,306.24,28.7498,0.1468,0.7736
63,82.538,307.14,29.4979,0.1544,0.7742
64,82.558,308.03,30.0167,0.1544,0.7694
65,82.578,308.93,30.2205,0.1564,0.7746
66,82.598,309.82,30.567,0.1591,0.7771
67,82.618,310.71,31.6336,0.1628,0.7892
68,82.638,311.61,33.0372,0.1661,0.7792
69,82.658,312.52,33.8465,0.1732,0.7609
70,82.678,313.42,33.9623,0.1752,0.7748
71,82.698,314.33,33.4828,0.1784,0.778
72,82.718,315.23,32.7073,0.1784,0.7659
73,82.738,316.13,31.9589,0.1744,0.7708
74,82.758,317.02,31.0904,0.1692,0.7747
75,82.778,317.91,29.4243,0.1604,0.7735
76,82.798,318.8,27.3528,0.1543,0.7689
77,82.818,319.68,25.6479,0.1471,0.7645
78,82.838,320.56,24.1928,0.1393,0.7656
79,82.858,321.44,23.075,0.1342,0.7758
80,82.878,322.31,22.3264,0.1318,0.7925
81,82.898,323.18,21.8622,0.1295,0.778
82,82.918,324.05,21.7333,0.1282,0.7752
83,82.938,324.92,21.7357,0.1255,0.7738
84,82.958,325.79,22.0824,0.1274,0.7828
85,82.978,326.66,22.6865,0.1296,0.7805
86,82.998,327.54,23.4204,0.1296,0.7787
87,83.018,328.42,24.1882,0.1329,0.7802
88,83.038,329.29,25.0435,0.1335,0.7793
89,83.058,330.18,26.311,0.1339,0.7817
90,83.078,331.07,27.8408,0.1356,0.7796
91,83.098,331.95,29.5472,0.1444,0.7816
92,83.118,332.84,31.2936,0.1507,0.7953
93,83.138,333.74,32.7873,0.1534,0.7863
94,83.158,334.64,33.7294,0.16,0.7843
95,83.178,335.54,34.7333,0.1701,0.7938
96,83.198,336.45,35.9218,0.1722,0.7752
97,83.218,337.35,37.0769,0.1719,0.7735
98,83.238,338.26,37.964,0.1671,0.7867
99,83.258,339.17,38.896,0.1722,0.7943
100,83.278,340.09,39.4612,0.1812,0.7907
101,83.298,341.0,39.9897,0.1798,0.7681
102,83.318,341.92,40.4251,0.1746,0.7461
103,83.338,342.86,41.1173,0.1686,0.8132
104,83.358,343.81,42.0519,0.1741,0.7972
105,83.378,344.81,42.5265,0.1767,0.792
106,83.398,345.82,43.1777,0.1815,0.7897
107,83.418,346.9,44.1362,0.1747,0.7613
108,83.438,348.09,45.837,0.1624,0.7681
109,83.458,349.41,47.5741,0.167,0.7869
110,83.478,350.68,48.4267,0.161,0.7303
111,83.498,351.73,49.2531,0.15,0.7392
112,83.518,352.65,48.202,0.1553,0.7192
113,83.538,353.55,45.1314,0.1574,0.7398
114,83.558,354.45,40.954,0.1647,0.7536
115,83.578,355.32,36.3984,0.1607,0.7685
116,83.598,356.19,32.8112,0.1563,0.8383
117,83.618,357.06,29.8438,0.159,0.7853
118,83.638,357.91,28.2139,0.1585,0.8075
119,83.658,358.76,27.1639,0.1485,0.8163
120,83.678,359.61,26.3111,0.1415,0.7749
121,83.698,360.47,25.6081,0.1381,0.8107
122,83.718,361.32,25.2322,0.1389,0.803
123,83.738,362.18,24.9115,0.1401,0.8054
124,83.758,363.03,24.7824,0.1408,0.7993
125,83.778,363.88,24.7434,0.1415,0.8
126,83.798,364.74,25.2166,0.143,0.8263
127,83.818,365.59,26.0366,0.1385,0.7979
128,83.838,366.45,26.8779,0.1325,0.7964
129,83.858,367.31,27.5452,0.1281,0.8
130,83.878,368.17,28.1311,0.1251,0.7863
131,83.898,369.04,29.0325,0.1183,0.8045
132,83.918,369.9,28.9544,0.834,
133,83.938,370.77,29.3768,0.7643,
134,83.958,371.64,30.0243,0.8015,
135,83.978,372.51,30.649,0.8278,
136,83.998,373.43,30.5328,,
1,84.295,292.0,19.3244,,
2,84.315,294.03,22.8339,0.7634,
3,84.335,295.4,24.2753,0.7566,
4,84.355,296.49,24.8622,0.0904,0.7514
5,84.375,297.45,25.0863,0.0928,0.7466
6,84.395,298.35,25.0238,0.1014,0.7574
7,84.415,299.26,25.3598,0.1127,0.7515
8,84.435,300.16,25.7445,0.1213,0.7581
9,84.455,301.08,26.3455,0.1192,0.7602
10,84.475,302.03,27.3964,0.1228,0.7649
11,84.495,303.16,29.5757,0.1333,0.7651
12,84.515,304.71,32.7662,0.1416,0.7683
13,84.535,306.5,35.1628,0.1414,0.7718
14,84.555,307.89,36.9488,0.1421,0.7724
15,84.575,309.07,38.3874,0.1508,0.7751
16,84.595,310.14,40.0616,0.1538,0.7867
17,84.615,311.11,41.4038,0.1628,0.7803
18,84.635,312.04,42.0931,0.1584,0.7413
19,84.655,312.95,41.972,0.1555,0.7412
20,84.675,313.83,39.3548,0.1545,0.6827
21,84.695,314.72,36.2836,0.1558,0.7642
22,84.715,315.61,34.3432,0.1522,0.7277
23,84.735,316.49,32.8097,0.1452,0.7779
24,84.755,317.37,32.2494,0.138,0.7713
25,84.775,318.25,32.2054,0.1375,0.7692
26,84.795,319.14,33.0217,0.139,0.7829
27,84.815,320.02,34.1015,0.1443,0.8052
28,84.835,320.92,36.0114,0.149,0.7981
29,84.855,321.82,38.2509,0.1537,0.7961
30,84.875,322.73,39.748,0.1609,0.8093
31,84.895,323.63,40.6984,0.1747,0.8083
32,84.915,324.54,41.2931,0.1879,0.8216
33,84.935,325.44,41.2063,0.22,0.8301
34,84.955,326.35,40.5678,0.1994,0.8098
35,84.975,327.25,39.9428,0.1816,0.7281
36,84.995,328.16,39.4407,0.1651,0.7457
37,85.015,329.06,39.526,0.1492,0.686
38,85.035,329.97,39.4875,0.145,0.7884
39,85.055,330.87,38.6429,0.1411,0.765
40,85.075,331.78,39.3283,0.1536,0.7347
41,85.095,332.68,39.8796,0.1688,0.8679
42,85.115,333.58,39.7036,0.1543,0.7358
43,85.135,334.47,39.0114,0.1502,0.7029
44,85.155,335.37,35.8813,0.147,0.8164
45,85.175,336.26,32.7603,0.1439,0.7853
46,85.195,337.13,29.9625,0.1262,0.7422
47,85.215,338.01,27.7762,0.1211,0.7354
48,85.235,338.88,26.1395,0.1141,0.783
49,85.255,339.75,25.4205,0.1116,0.7863
50,85.275,340.61,25.154,0.11,0.7693
51,85.295,341.47,24.9905,0.106,0.7507
52,85.315,342.34,25.3731,0.1044,0.7876
53,85.335,343.21,25.9905,0.1034,0.785
54,85.355,344.08,26.9021,0.1051,0.7976
55,85.375,344.95,28.0706,0.1124,0.7862
56,85.395,345.83,29.2927,0.1197,0.7931
57,85.415,346.71,30.1741,0.1221,0.782
58,85.435,347.59,30.5914,0.1275,0.7976
59,85.455,348.47,30.2991,0.1241,0.7788
60,85.475,349.34,29.3032,0.1161,0.775
61,85.495,350.21,28.0465,0.1058,0.759
62,85.515,351.07,26.7476,0.1041,0.749
63,85.535,351.93,25.764,0.1136,0.8036
64,85.555,352.8,25.5609,0.1175,0.7911
65,85.575,353.66,25.6726,0.1109,0.7667
66,85.595,354.52,26.4188,0.107,0.7786
67,85.615,355.39,27.4323,0.107,0.7457
68,85.635,356.27,28.5298,0.1131,0.7834
69,85.655,357.15,29.7273,0.1163,0.7777
70,85.675,358.03,30.58,0.0997,0.7808
71,85.695,358.91,30.7232,0.1025,0.7719
72,85.715,359.79,31.4654,0.1103,0.8004
73,85.735,360.67,32.974,0.1198,0.7935
74,85.755,361.55,33.6125,0.1238,0.7835
75,85.775,362.44,33.0108,0.11,0.7847
76,85.795,363.31,30.7818,0.1104,0.7869
77,85.815,364.19,29.3529,0.1154,0.7533
78,85.835,365.06,28.0265,0.1124,0.7845
79,85.855,365.93,27.2536,0.1124,0.7599
80,85.875,366.79,26.9784,0.1103,0.8007
81,85.895,367.66,27.149,0.11,0.787
82,85.915,368.54,27.7563,0.1025,0.799
83,85.935,369.41,28.9184,0.114,0.8029
84,85.955,370.28,29.6008,0.1136,0.7836
85,85.975,371.16,30.2383,0.1193,0.8061
86,85.995,372.04,30.6242,0.1196,0.78
87,86.015,372.93,31.1868,0.1164,0.7973
88,86.035,373.81,31.56,0.1187,0.7717
89,86.055,374.7,32.7292,0.1235,0.7772
90,86.075,375.59,34.8521,0.1254,0.8055
91,86.095,376.49,36.5638,0.1415,0.8252
92,86.115,377.39,37.2031,0.1513,0.7496
93,86.135,378.28,37.1809,0.1534,0.8108
94,86.155,379.18,36.8586,0.1546,0.7987
95,86.175,380.07,37.683,0.1588,0.7584
96,86.195,380.98,39.4115,0.1457,0.7922
97,86.215,381.89,41.1418,0.1242,0.7946
98,86.235,382.79,40.5082,0.127,0.7363
99,86.255,383.69,38.7673,0.118,0.8114
100,86.275,384.59,36.3193,0.0894,0.7782
101,86.295,385.48,34.1475,0.0903,0.7696
102,86.315,386.36,32.8362,0.093,0.7378
103,86.335,387.23,31.3085,0.0941,0.7797
104,86.355,388.1,29.5842,0.0946,0.7895
105,86.375,388.96,27.6511,0.0949,0.7526
106,86.395,389.83,26.2145,0.1039,0.8057
107,86.415,390.69,25.5209,0.104,0.7878
108,86.435,391.56,25.6618,0.1097,0.7847
109,86.455,392.42,25.519,0.1046,0.8229
110,86.475,393.29,25.2928,0.1085,0.8016
111,86.495,394.15,24.8028,0.1067,0.7867
112,86.515,395.01,24.2363,0.0971,0.8021
113,86.535,395.87,23.9652,0.0934,0.7789
114,86.555,396.74,24.0412,0.0893,0.7682
115,86.575,397.6,24.0065,0.0874,0.7881
116,86.595,398.47,23.6595,0.0898,0.8065
117,86.615,399.33,23.1107,0.089,0.8084
118,86.635,400.18,22.7768,0.1021,0.7855
119,86.655,401.05,23.2279,0.1158,0.7969
120,86.675,401.91,24.2439,0.0899,0.8012
121,86.695,402.77,25.7232,0.0873,0.7475
122,86.715,403.64,27.6061,0.0992,0.7843
123,86.735,404.52,28.1401,0.1075,0.7849
124,86.755,405.4,29.0613,0.0957,0.7545
125,86.775,406.28,30.7925,0.0951,0.7871
126,86.795,407.17,31.3599,0.1066,0.7865
127,86.815,408.05,30.653,0.1158,0.7917
128,86.835,408.93,30.5632,0.1171,0.7883
129,86.855,409.81,30.4211,0.1181,0.7847
130,86.875,410.69,29.7721,0.1158,0.7776
131,86.895,411.56,28.7767,0.1098,0.7593
132,86.915,412.43,27.2896,0.839,
133,86.935,413.3,26.3367,0.7651,
134,86.955,414.17,25.7019,0.8226,
135,86.975,415.04,25.1122,0.7919,
136,86.995,415.94,24.2402,,
1,87.3,298.0,13.5175,,
2,87.32,299.39,16.1127,0.7872,
3,87.34,301.26,18.751,0.7816,
4,87.36,302.89,20.8685,0.1032,0.7726
5,87.38,304.24,22.6707,0.1029,0.7677
6,87.4,305.36,23.7223,0.103,0.7611
7,87.42,306.36,24.5125,0.1033,0.7657
8,87.44,307.28,24.5762,0.1031,0.7715
9,87.46,308.19,24.073,0.1039,0.7681
10,87.48,309.07,23.0866,0.1021,0.7783
11,87.5,309.96,22.0264,0.1024,0.7805
12,87.52,310.86,21.3467,0.1036,0.7817
13,87.54,311.75,20.9106,0.1067,0.7969
14,87.56,312.64,20.8097,0.1129,0.7862
15,87.58,313.54,20.8062,0.1145,0.7903
16,87.6,314.43,21.0597,0.1124,0.7814
17,87.62,315.33,21.3367,0.1138,0.7899
18,87.64,316.22,21.9857,0.119,0.7881
19,87.66,317.11,22.9821,0.1248,0.7916
20,87.68,318.0,24.1957,0.1325,0.7912
21,87.7,318.9,25.5585,0.1393,0.7916
22,87.72,319.83,27.4508,0.1328,0.7893
23,87.74,320.86,29.8274,0.139,0.7942
24,87.76,321.98,31.2933,0.1474,0.7926
25,87.78,323.07,31.7012,0.1516,0.7909
26,87.8,324.01,30.4536,0.1472,0.796
27,87.82,324.92,28.1921,0.1528,0.7511
28,87.84,325.81,26.0422,0.1528,0.7726
29,87.86,326.7,26.6291,0.146,0.7789
30,87.88,327.61,27.3427,0.1295,0.775
31,87.9,328.51,26.9904,0.1291,0.7983
32,87.92,329.42,27.0203,0.1315,0.8008
33,87.94,330.32,27.3665,0.1309,0.8027
34,87.96,331.22,27.5677,0.1271,0.8046
35,87.98,332.12,27.3917,0.1274,0.7999
36,88.0,333.03,27.065,0.1287,0.7964
37,88.02,333.92,26.6898,0.1277,0.7985
38,88.04,334.82,26.4091,0.1261,0.8023
39,88.06,335.72,26.3477,0.1259,0.7986
40,88.08,336.62,26.5643,0.1287,0.7958
41,88.1,337.52,27.0507,0.1314,0.7956
42,88.12,338.42,27.6129,0.1321,0.8019
43,88.14,339.32,28.0516,0.1344,0.7998
44,88.16,340.23,28.2946,0.1368,0.8018
45,88.18,341.12,28.3393,0.138,0.8055
46,88.2,342.02,28.2697,0.1388,0.7949
47,88.22,342.92,28.4401,0.1375,0.7995
48,88.24,343.83,28.9931,0.138,0.7967
49,88.26,344.74,29.7064,0.1394,0.8039
50,88.28,345.64,29.8485,0.145,0.7963
51,88.3,346.54,29.9487,0.1439,0.8119
52,88.32,347.45,29.8211,0.1402,0.7965
53,88.34,348.34,29.8805,0.1403,0.8039
54,88.36,349.26,30.5049,0.1432,0.8171
55,88.38,350.16,31.3939,0.1416,0.8017
56,88.4,351.09,31.8849,0.1474,0.796
57,88.42,352.01,31.9679,0.1503,0.8094
58,88.44,352.94,32.2713,0.1508,0.7916
59,88.46,353.9,33.4083,0.1529,0.7914
60,88.48,354.93,34.567,0.1641,0.7742
61,88.5,355.98,35.4631,0.1716,0.7964
62,88.52,357.04,35.9032,0.1808,0.8097
63,88.54,358.21,37.7998,0.1834,0.8083
64,88.56,359.48,39.2794,0.1768,0.8269
65,88.58,360.88,40.6857,0.1589,0.8148
66,88.6,362.42,42.2341,0.2021,0.7921
67,88.62,364.1,44.1729,0.2055,0.8444
68,88.64,365.45,45.1909,0.2143,0.7932
69,88.66,366.54,46.5285,0.2106,0.82
70,88.68,367.45,44.9563,0.1947,0.754
71,88.7,368.36,44.5202,0.2062,0.7754
72,88.72,369.25,43.9284,0.1888,0.7934
73,88.74,370.16,43.471,0.1819,0.7824
74,88.76,371.06,43.9259,0.2093,0.7673
75,88.78,371.97,45.0739,0.1958,0.8135
76,88.8,372.86,45.9553,0.1804,0.7475
77,88.82,373.77,47.0347,0.1779,0.8177
78,88.84,374.67,46.2615,0.1847,0.7156
79,88.86,375.58,45.5722,0.1924,0.7414
80,88.88,376.47,44.5448,0.2058,0.7435
81,88.9,377.36,42.5992,0.2215,0.8248
82,88.92,378.25,40.8603,0.2234,0.8274
83,88.94,379.13,39.1585,0.2088,0.7796
84,88.96,380.01,36.7546,0.2053,0.8121
85,88.98,380.88,33.6823,0.1994,0.8001
86,89.0,381.74,31.0966,0.1812,0.7906
87,89.02,382.6,29.0825,0.1664,0.7799
88,89.04,383.44,27.827,0.1548,0.7719
89,89.06,384.3,26.8547,0.1483,0.7791
90,89.08,385.16,26.2065,0.1478,0.7948
91,89.1,386.01,25.8288,0.1462,0.7961
92,89.12,386.87,25.951,0.1445,0.7879
93,89.14,387.73,26.2826,0.1433,0.8072
94,89.16,388.58,26.6243,0.147,0.8214
95,89.18,389.45,26.9475,0.1554,0.8039
96,89.2,390.31,27.4077,0.1585,0.8005
97,89.22,391.17,28.3314,0.1579,0.8144
98,89.24,392.04,29.3237,0.1638,0.8263
99,89.26,392.91,30.4256,0.1674,0.8411
100,89.28,393.79,31.8445,0.1714,0.8182
101,89.3,394.67,33.3971,0.1756,0.8184
102,89.32,395.55,35.0768,0.1727,0.796
103,89.34,396.44,37.2203,0.1709,0.8325
104,89.36,397.34,39.0527,0.1851,0.8137
105,89.38,398.23,39.812,0.1876,0.8279
106,89.4,399.12,39.6611,0.1857,0.8062
107,89.42,400.01,38.3067,0.1754,0.7857
108,89.44,400.89,36.4109,0.1677,0.843
109,89.46,401.77,34.6126,0.171,0.7713
110,89.48,402.65,33.7789,0.1737,0.7982
111,89.5,403.53,33.0894,0.165,0.8052
112,89.52,404.4,32.1099,0.1543,0.7896
113,89.54,405.27,31.5763,0.1457,0.7759
114,89.56,406.14,31.2249,0.1468,0.7994
115,89.58,407.01,30.8998,0.1553,0.8241
116,89.6,407.89,30.7747,0.1662,0.768
117,89.62,408.76,30.8973,0.1752,0.8152
118,89.64,409.63,30.9415,0.1777,0.8099
119,89.66,410.51,30.995,0.1982,0.8116
120,89.68,411.39,31.9631,0.2046,0.8064
121,89.7,412.27,33.2894,0.1984,0.8216
122,89.72,413.16,34.5773,0.187,0.8308
123,89.74,414.05,34.812,0.1805,0.801
124,89.76,414.93,35.0151,0.1762,0.7949
125,89.78,415.82,35.2017,0.1597,0.8428
126,89.8,416.71,34.7469,0.1396,0.8239
127,89.82,417.58,34.3607,0.1211,0.8119
128,89.84,418.47,33.6951,0.1064,0.8096
129,89.86,419.35,31.406,0.1146,0.8297
130,89.88,420.22,29.5957,0.1388,0.7958
131,89.9,421.08,27.605,0.808,
132,89.92,421.94,26.3349,0.8105,
133,89.94,422.81,25.2945,0.8128,
134,89.96,423.66,25.7472,0.809,
135,89.98,424.53,28.5151,0.812,
136,89.999,425.5,31.724,,
1,90.28,217.0,12.6784,,
2,90.3,218.82,18.0754,0.8272,
3,90.32,220.5,20.124,0.8348,
4,90.34,221.87,20.673,0.11,0.8211
5,90.36,223.46,22.1716,0.1153,0.8015
6,90.38,225.16,23.2102,0.1154,0.7977
7,90.4,226.65,23.4813,0.1256,0.7959
8,90.42,228.13,23.9816,0.1359,0.8066
9,90.44,229.8,25.5776,0.1291,0.816
10,90.46,231.93,28.0211,0.1089,0.8121
11,90.48,234.71,31.233,0.1103,0.815
12,90.5,238.03,34.8492,0.1108,0.8159
13,90.52,239.84,37.8929,0.12,0.8169
14,90.54,241.31,41.1749,0.1216,0.8089
15,90.56,242.57,43.3294,0.1361,0.8143
16,90.58,243.63,44.4254,0.1483,0.8027
17,90.6,244.56,43.5258,0.1443,0.8143
18,90.62,245.46,41.4301,0.1498,0.8225
19,90.64,246.36,38.7957,0.1577,0.8021
20,90.66,247.24,35.9793,0.1492,0.8202
21,90.68,248.12,33.3165,0.132,0.8202
22,90.7,249.0,32.2826,0.1355,0.8
23,90.72,249.87,31.4602,0.1317,0.8187
24,90.74,250.75,30.769,0.1259,0.8214
25,90.76,251.62,29.4581,0.1216,0.8195
26,90.78,252.49,28.5368,0.1252,0.8372
27,90.8,253.35,28.186,0.1272,0.8178
28,90.82,254.22,28.5754,0.1224,0.8242
29,90.84,255.09,29.7607,0.1358,0.8294
30,90.86,255.97,31.5929,0.1284,0.8283
31,90.88,256.86,33.7428,0.1286,0.8231
32,90.9,257.74,35.9921,0.1262,0.8045
33,90.92,258.63,36.0808,0.1215,0.8058
34,90.94,259.52,34.541,0.123,0.8223
35,90.96,260.39,32.0596,0.1199,0.8218
36,90.98,261.25,29.3448,0.1034,0.799
37,91.0,262.12,27.1454,0.1054,0.827
38,91.02,262.98,25.3029,0.1254,0.8055
39,91.04,263.83,23.6528,0.1421,0.8211
40,91.06,264.69,22.694,0.134,0.813
41,91.08,265.54,22.0534,0.1209,0.8318
42,91.1,266.39,22.9877,0.1142,0.8369
43,91.12,267.26,26.3036,0.1096,0.8178
44,91.14,268.13,30.2818,0.1153,0.8309
45,91.16,269.02,33.4402,0.1144,0.822
46,91.18,269.9,32.8564,0.1221,0.822
47,91.2,270.78,31.9883,0.1262,0.8364
48,91.22,271.66,31.4099,0.1336,0.8437
49,91.24,272.53,30.423,0.1577,0.8242
50,91.26,273.41,29.7919,0.1449,0.8401
51,91.28,274.28,29.105,0.1169,0.8345
52,91.3,275.15,28.7435,0.1149,0.8279
53,91.32,276.01,28.8669,0.1018,0.8157
54,91.34,276.88,29.5987,0.0951,0.8075
55,91.36,277.75,29.2287,0.0986,0.8172
56,91.38,278.63,28.4192,0.112,0.8119
57,91.4,279.5,26.9765,0.1176,0.8323
58,91.42,280.36,25.9695,0.1207,0.8335
59,91.44,281.23,24.9392,0.1429,0.8283
60,91.46,282.09,24.7809,0.1263,0.8349
61,91.48,282.94,24.8896,0.1159,0.843
62,91.5,283.8,25.1228,0.1019,0.8285
63,91.52,284.67,25.4436,0.1021,0.8317
64,91.54,285.52,25.1476,0.1,0.8486
65,91.56,286.38,24.8342,0.1007,0.8203
66,91.58,287.23,24.4329,0.1019,0.8345
67,91.6,288.09,23.8275,0.1068,0.8322
68,91.62,288.94,23.3279,0.117,0.8378
69,91.64,289.8,23.2074,0.123,0.8416
70,91.66,290.65,23.3349,0.123,0.8397
71,91.68,291.51,23.9025,0.1089,0.8259
72,91.7,292.37,24.4347,0.103,0.8284
73,91.72,293.24,25.7121,0.0952,0.8354
74,91.74,294.11,27.5025,0.1069,0.8436
75,91.76,294.99,29.9296,0.1048,0.8431
76,91.78,295.87,32.2983,0.0999,0.8339
77,91.8,296.75,34.3403,0.1049,0.8406
78,91.82,297.65,35.4076,0.1195,0.8183
79,91.84,298.53,35.5354,0.1344,0.8329
80,91.86,299.42,35.7953,0.1413,0.8382
81,91.88,300.31,35.6307,0.1458,0.857
82,91.9,301.2,35.595,0.1441,0.8283
83,91.92,302.08,35.2021,0.1413,0.826
84,91.94,302.98,34.724,0.1389,0.8368
85,91.96,303.87,34.0625,0.1395,0.8307
86,91.98,304.75,33.0899,0.1355,0.8165
87,92.0,305.63,31.3564,0.1269,0.7989
88,92.02,306.51,29.7827,0.1255,0.8291
89,92.04,307.39,28.3178,0.1249,0.8066
90,92.06,308.26,26.8683,0.126,0.8398
91,92.08,309.12,25.9146,0.1317,0.8491
92,92.1,309.99,25.1963,0.1331,0.8419
93,92.12,310.85,24.9213,0.1265,0.8502
94,92.14,311.72,24.8831,0.1232,0.8357
95,92.16,312.58,25.1923,0.1242,0.8515
96,92.18,313.45,25.6205,0.1251,0.8473
97,92.2,314.32,26.5684,0.1246,0.8476
98,92.22,315.2,27.4386,0.1243,0.8414
99,92.24,316.07,27.8025,0.1223,0.8471
100,92.26,316.94,27.5412,0.1237,0.8463
101,92.28,317.81,26.6208,0.1453,0.8388
102,92.3,318.67,25.3226,0.1917,0.843
103,92.32,319.53,23.4008,0.2445,0.8268
104,92.34,320.37,20.1999,0.2626,0.8318
105,92.36,321.2,15.2007,0.2438,0.8567
106,92.38,322.03,10.4317,0.2248,0.8512
107,92.4,322.87,8.3621,0.1971,0.9223
108,92.42,323.7,6.8558,0.151,0.907
109,92.44,324.54,6.1367,0.1246,1.5632
110,92.46,325.37,6.2692,0.0831,1.6966
111,92.48,326.2,6.4633,0.082,1.8761
112,92.5,327.03,5.4689,0.0788,1.9639
113,92.52,327.86,4.2431,0.0696,2.2269
114,92.54,328.69,3.6275,0.0646,2.4172
115,92.56,329.52,3.4399,0.0542,2.5531
116,92.58,330.34,3.4039,0.0329,2.5997
117,92.6,331.16,3.4099,0.0293,2.6054
118,92.62,331.98,3.4019,0.0305,2.6045
119,92.64,332.82,3.3988,0.0329,2.6291
120,92.66,333.64,3.4341,0.034,2.6346
121,92.68,334.46,3.5087,0.0342,2.5931
122,92.7,335.29,3.5565,0.0354,2.5368
123,92.72,336.12,3.5063,0.0352,2.5246
124,92.74,336.94,3.3964,0.0376,2.5875
125,92.76,337.76,3.355,0.036,2.6266
126,92.78,338.58,3.3362,0.0357,2.647
127,92.8,339.41,3.3125,0.0383,2.6352
128,92.82,340.25,3.317,0.0399,2.6283
129,92.84,341.08,3.3308,0.0372,2.6207
130,92.86,341.91,3.3431,0.0387,2.6061
131,92.88,342.74,3.4273,0.053,2.5967
132,92.9,343.56,3.6691,2.5809,
133,92.92,344.39,4.3975,2.5059,
134,92.94,345.22,5.8416,2.2147,
135,92.96,346.06,7.7068,1.6987,
136,92.98,346.91,10.0431,1.0321,
137,92.994,347.5,11.4055,,
1,93.257,248.0,9.8481,,
2,93.277,249.53,17.8375,0.9275,
3,93.297,251.6,23.4323,0.9213,
4,93.317,254.37,32.023,0.0976,0.9048
5,93.337,256.31,36.4141,0.1069,0.8833
6,93.357,257.94,39.9796,0.0901,0.8472
7,93.377,259.36,43.1395,0.0995,0.8383
8,93.397,260.5,44.3204,0.0917,0.8275
9,93.417,261.6,46.606,0.1005,0.8341
10,93.437,262.61,47.9123,0.1237,0.7937
11,93.457,263.62,49.5532,0.1758,0.7622
12,93.477,264.59,51.3674,0.1669,0.7797
13,93.497,265.52,50.7612,0.1531,0.7868
14,93.517,266.42,50.2852,0.1448,0.7249
15,93.537,267.33,48.0115,0.1571,0.7171
16,93.557,268.23,47.2875,0.1543,0.7411
17,93.577,269.12,46.8696,0.1089,0.7241
18,93.597,270.01,42.9581,0.0996,0.7549
19,93.617,270.89,39.5937,0.0852,0.7544
20,93.637,271.76,37.153,0.101,0.827
21,93.657,272.62,34.1993,0.0856,0.7969
22,93.677,273.47,31.432,0.0809,0.8223
23,93.697,274.32,28.4219,0.0753,0.7984
24,93.717,275.16,26.5644,0.0753,0.8187
25,93.737,276.01,25.7219,0.1005,0.813
26,93.757,276.86,27.7244,0.1101,0.8317
27,93.777,277.72,30.2829,0.081,0.845
28,93.797,278.59,31.1708,0.0763,0.8109
29,93.817,279.45,31.9859,0.0951,0.8121
30,93.837,280.32,31.7934,0.0997,0.8146
31,93.857,281.19,31.7849,0.0929,0.8437
32,93.877,282.06,31.3583,0.0815,0.8257
33,93.897,282.92,30.0874,0.0846,0.8521
34,93.917,283.79,29.5675,0.0916,0.8259
35,93.937,284.66,30.4014,0.0827,0.8205
36,93.957,285.53,32.476,0.0895,0.8492
37,93.977,286.4,32.0869,0.0903,0.8347
38,93.997,287.27,30.615,0.0892,0.8178
39,94.017,288.13,29.0772,0.0929,0.8429
40,94.037,288.99,27.711,0.0932,0.844
41,94.057,289.83,25.1355,0.0863,0.8497
42,94.077,290.68,23.5179,0.0775,0.8449
43,94.097,291.52,22.0326,0.048,0.8407
44,94.117,292.36,20.9771,0.0488,0.86
45,94.137,293.2,19.7732,0.0565,0.844
46,94.157,294.03,20.0669,0.0537,0.8392
47,94.177,294.87,20.6494,0.0498,0.8402
48,94.197,295.71,20.3468,0.0471,0.8571
49,94.217,296.55,21.4775,0.0551,0.8527
50,94.237,297.4,23.8038,0.064,0.8552
